available_Es_N0_dB,implementation_margin_dB,selected_MODCOD,selected_required_Es_N0_dB,selected_spectral_efficiency_bps_per_Hz,ACM_link_margin_dB,net_throughput_Mbps
2.6818778583486136,1.0,QPSK 1/2,1.0,0.988858,0.6818778583486136,29.66574
