sample_count,sample_hours,availability_percent,outage_probability_percent,estimated_outage_hours_per_year,minimum_margin_dB_with_interference,p01_margin_dB_with_interference,p05_margin_dB_with_interference,median_margin_dB_with_interference,rain_sample_fraction_percent,maximum_downlink_rain_attenuation_dB,maximum_downlink_Tsys_K
8760,1.0,99.08675799086758,0.91324200913242,80.0,-14.258565958076545,0.32221788000312035,3.2796880651742297,3.849805995279236,5.525114155251141,17.230237837919262,397.0352844777499
