design_per_path_non_exceedance_percent,fade_application,design_downlink_total_attenuation_dB,design_uplink_total_attenuation_dB,design_combined_margin_with_interference_dB,highest_closed_per_path_non_exceedance_percent_in_sweep,design_downlink_MODCOD
99.9,both,2.2872317023714515,3.6488886469228947,0.45309040554524493,99.9,QPSK 1/2
