time_hours,weather,satellite_longitude_deg,satellite_latitude_deg,satellite_radius_km,uplink_range_km,downlink_range_km,uplink_elevation_deg,downlink_elevation_deg,uplink_FSPL_dB,downlink_FSPL_dB,uplink_rain_attenuation_dB,downlink_rain_attenuation_dB,downlink_Tsys_K,uplink_Eb_N0_dB,downlink_Eb_N0_dB,combined_Eb_N0_dB_noise_only,combined_margin_dB_noise_only,combined_Eb_NI_dB,combined_margin_dB_with_interference,uplink_ASI_C_I_dB,downlink_ASI_C_I_dB,IMD_C_I_dB,BER_with_interference_uncoded,BER_with_interference_with_coding_gain,shannon_capacity_with_interference_Mbps,shannon_capacity_margin_with_interference_Mbps
2727.0,uplink: clear; downlink: clear,12.97655051075898,0.036818603113917735,42179.63299282735,37671.240218264626,37835.87752192115,41.64342617746866,39.47386777095207,206.892759080509,205.59170113991632,0.00821617464995585,0.0196802190562937,128.47524690812494,14.06577771280206,14.898566604290636,11.45194110133454,4.4519411013345405,10.96184829976043,3.9618482997604296,25.597089075285563,15.681731664682799,30.0,2.929204265603298e-07,8.519423126993184e-13,77.72838767133894,67.72838767133894
2728.0,uplink: clear; downlink: clear,12.991686156245589,0.03961413890142027,42169.54256250294,37660.99384148236,37825.14378578026,41.64464163664946,39.48126089376422,206.89039624341592,205.58923667283574,0.09713925333012008,0.019749462388613612,128.4785336065768,13.97921747121498,14.900850726735143,11.405331956929075,4.405331956929075,10.920466853429218,3.920466853429218,25.599724759221793,15.68445562475797,30.0,3.311872434513085e-07,1.0838025138437342e-12,77.34471933138218,67.34471933138218
2729.0,uplink: clear; downlink: clear,13.007391465290244,0.03969531873247115,42159.072356473174,37650.596788691204,37814.23091519745,41.64275995452405,39.48603560080017,206.8879980029081,205.58673035940967,0.07847821256669488,0.12676295014971536,135.14087529247726,14.00027675248623,14.576781988950813,11.268670388940023,4.2686703889400235,10.79808543166319,3.798085431663189,25.600091653047766,15.684917387911561,30.0,4.730777385850051e-07,2.1800024214013412e-12,76.21489566761008,66.21489566761008
2730.0,uplink: clear; downlink: clear,13.022590312036492,0.03705658017496918,42148.939791975674,37640.76148468036,37803.886685573096,41.63790983735044,39.487863513868646,206.8857287287805,205.5843539755398,0.047641110802630136,0.12712644420442662,135.16296269569943,14.033383128377892,14.578085126552935,11.286900042159658,4.286900042159658,10.81425451256905,3.8142545125690503,25.598150737648616,15.683071484992837,30.0,4.5155766940111787e-07,1.9899265065162265e-12,76.36375140733344,66.36375140733344
2731.0,uplink: clear; downlink: clear,13.036241273362664,0.03187872927240538,42139.83915109156,37632.16180737427,37794.81986030896,41.630424684798726,39.48661924545263,206.88374406165022,205.58227051544935,0.005075894258807053,0.07516020935553303,131.94831491366463,14.077933012052,14.736673365449462,11.38452542259381,4.384525422593811,10.901344251555894,3.9013442515558943,25.5944698091645,15.679479238568348,30.0,3.5038828614361574e-07,1.210401233513938e-12,77.16770200602822,67.16770200602822
2732.0,uplink: clear; downlink: clear,13.04740898706692,0.02451655173586028,42132.394008622054,37625.386923446466,37787.65163231631,41.620819456775,39.482389028562444,206.88218020804993,205.5806229790245,0.10627290832679558,0.06532652247443267,131.33624187908433,13.978299851584296,14.768347221665977,11.345083101090196,4.3450831010901965,10.865599948145523,3.8655999481455225,25.590067301401636,15.67515300726095,30.0,3.8906515425034575e-07,1.486136946961707e-12,76.837291247963,66.837291247963
2733.0,uplink: clear; downlink: clear,13.055328242771,0.015474503070437554,42127.114504819336,37620.900940809835,37782.87307740162,41.60975482764693,39.47546454509748,206.8811445489828,205.57952450840168,0.03980903408919905,0.030738680845933047,129.1711952174015,14.045799384889023,14.876222602908825,11.430892839294387,4.430892839294387,10.941960959248267,3.9419609592482665,25.58613595095967,15.671280266580695,30.0,3.1076897982524136e-07,9.566931605290005e-13,77.54389953607361,67.54389953607361
2734.0,uplink: clear; downlink: clear,13.059456414041842,0.005372143345697144,42124.36239063877,37619.01113664016,37780.811530130544,41.59799123565065,39.46632244647769,206.88070822124115,205.57905056719096,0.001277129124125124,0.048077524575401764,130.26052648979186,14.08476761759573,14.822886189673255,11.427864632030676,4.427864632030676,10.939009823854763,3.9390098238547626,25.58372102709205,15.668902219943895,30.0,3.135016993925135e-07,9.732553977921867e-13,77.51653900468416,67.51653900468416
2735.0,uplink: clear; downlink: clear,13.05951063908845,-0.0050983149845794514,42124.3262406077,37619.84693022732,37781.60817954525,41.586336160110825,39.45559110324581,206.88090119628214,205.57923371666982,0.03494849922419048,0.12053132144817309,134.76179858917448,14.05090327245469,14.602709548850214,11.30774841130794,4.307748411307941,10.831497068548458,3.831497068548458,25.583439838435964,15.668633613585655,30.0,4.2960700726712226e-07,1.8047911387475217e-12,76.52263017475099,66.52263017475099
2736.0,uplink: clear; downlink: clear,13.055487202417257,-0.015219437395156053,42127.008531721825,37623.35103402595,37785.20841322911,41.575588405669066,39.444007021707684,206.88171020652413,205.5800613612335,0.11576399526425576,0.10801468028439189,133.99150504516862,13.969278766172636,14.639293878616343,11.281078195973393,4.281078195973393,10.807775791912697,3.8077757919126967,25.58531786019117,15.67049906042075,30.0,4.6006959123760694e-07,2.064094424522347e-12,76.30409171464115,66.30409171464115
2737.0,uplink: clear; downlink: clear,13.04766178941729,-0.024297725815319277,42132.2254737218,37629.28338414339,37791.36556639355,41.566483315292494,39.43236405651911,206.8830796665814,205.58147662393128,0.027784799885865814,0.12460167826443638,135.0157590421577,14.05588850149374,14.588219647923921,11.303602989020021,4.303602989020021,10.828313971300076,3.8283139713000764,25.588785318415958,15.673929683595295,30.0,4.335835954319694e-07,1.8376745025985616e-12,76.4932891422971,66.4932891422971
2738.0,uplink: clear; downlink: clear,13.036570596430996,-0.03171113703193855,42139.61960237934,37637.23757955145,37799.65781718843,41.559642679771144,39.42145898588002,206.88491552302457,205.58338228871315,0.020531744294914604,0.05566461249661593,130.74179945958153,14.061305700641526,14.794951091394097,11.40235515975823,4.40235515975823,10.917133129871225,3.9171331298712246,25.59283491312735,15.67792075731688,30.0,3.344630115337563e-07,1.1049166050747383e-12,77.31384648607578,67.31384648607578
2739.0,uplink: clear; downlink: clear,13.022973590646387,-0.036951705014412584,42148.68427290241,37646.66870628866,37809.517072219016,41.555532695826145,39.4120371860362,206.88709175777302,205.58564752707133,0.07514800457591939,0.08005948993022531,132.26394050265694,14.004513205612085,14.718020982512058,11.336330702785276,4.3363307027852755,10.858383269675146,3.858383269675146,25.596298041969483,15.681307724436788,30.0,3.9733735467541536e-07,1.5486976973341398e-12,76.77065719821691,66.77065719821691
2740.0,uplink: clear; downlink: clear,13.007802437238192,-0.03966034668500978,42158.79837517454,37656.9306461742,37820.26786780264,41.55443270158563,39.40474205409328,206.8894590836017,205.58811693048597,0.10888272571364152,0.005856645594019321,127.61259379350409,13.968411158645665,14.945233636942078,11.419116567253923,4.419116567253923,10.932651019347377,3.932651019347377,25.598164924906555,15.683086022879401,30.0,3.194655944598856e-07,1.0098837315652431e-12,77.45759953829439,67.45759953829439
2741.0,uplink: clear; downlink: clear,12.992096661783933,-0.03965146624747179,42169.26889214404,37667.320321397296,37831.17362805102,41.55641664892418,39.40007151062039,206.89185521955466,205.5906212114017,0.07260596695828078,0.13264392941956582,135.5148674202851,14.002291781448065,14.555007987025249,11.25956299651267,4.2595629965126705,10.789691295673883,3.789691295673883,25.597862032854014,15.68268815682134,30.0,4.846192809762064e-07,2.285433398258679e-12,76.13766793840331,66.13766793840331
2742.0,uplink: clear; downlink: clear,12.97693242209841,-0.03692567218829349,42179.37838526773,37677.12585072484,37841.48711682105,41.56134841773105,39.39834440411514,206.89411602975076,205.59298882540952,0.021941109873755006,0.12343971449202029,134.94923166182153,14.0506958283365,14.580009871074537,11.29699384185804,4.29699384185804,10.823015245586216,3.823015245586216,25.5954115713444,15.680142788287137,30.0,4.402786423880543e-07,1.8936932565559024e-12,76.44445768599337,66.44445768599337
2743.0,uplink: clear; downlink: clear,12.963348770031715,-0.031669735583302674,42188.43415331219,37685.67532267655,37850.501631462415,41.56889119099237,39.39967897925258,206.89608675719182,205.59505771224894,0.05882193212344827,0.1287475040309587,135.27551330870702,14.011844278645754,14.56214545141654,11.26798454543085,4.267984545430849,10.796592233378131,3.7965922333781315,25.591429568444042,15.67607241274482,30.0,4.751120891237901e-07,2.1984092535295798e-12,76.20115542732573,66.20115542732573
2744.0,uplink: clear; downlink: clear,12.952276455763455,-0.024243792566367644,42195.8156961577,37692.38284502766,37857.59943239325,41.57853023558212,39.40398479995358,206.8976325863219,205.59668635475543,0.11598962476224758,0.02466176091993873,128.7992895299673,13.953130756876874,14.87765978341102,11.380539832707242,4.3805398327072425,10.896972486778221,3.896972486778221,25.586962803117768,15.67152986531757,30.0,3.5492011747083725e-07,1.2412782977925164e-12,77.12725746341081,67.12725746341081
2745.0,uplink: clear; downlink: clear,12.944474152914193,-0.015156667845515883,42201.017231390535,37696.78871256757,37862.294088378476,41.58960760783861,39.41096867439183,206.89864782175857,205.59776341025386,0.1645825711332075,0.03445970929837728,129.41447544204567,13.903522575069246,14.846090890306868,11.338985591024255,4.3389855910242545,10.859393158104002,3.8593931581040017,25.5832084525438,15.667717552646668,30.0,3.961700634944306e-07,1.539793289578628e-12,76.77998032316498,66.77998032316498
2746.0,uplink: clear; downlink: clear,12.940476474321672,-0.005031010096121288,42203.68235045222,37698.5909347561,37864.263831200406,41.601366557236695,39.42015424907797,206.89906307009633,205.59821527203763,0.13612791173689,0.14593345113230063,136.32687425537972,13.931561986127804,14.508179078221389,11.200007843403469,4.200007843403469,10.734537779096739,3.7345377790967387,25.581192011791533,15.665664992702627,30.0,5.671503499473907e-07,3.110116844235575e-12,75.63110305487905,65.63110305487905
2747.0,uplink: clear; downlink: clear,12.940557340434514,0.005439371850245697,42203.62843971032,37697.665955274824,37863.373627670255,41.613002767838104,39.43091406232634,206.89884994891437,205.59801106100247,0.04729721886539802,0.11870579332650616,134.65294977591992,14.020605800181244,14.589267001661597,11.28533558889302,4.28533558889302,10.811145112585155,3.811145112585155,25.581490216059105,15.66595143143126,30.0,4.556245787296092e-07,2.02519760226898e-12,76.33511575428125,66.33511575428125
2748.0,uplink: clear; downlink: clear,12.94471121031655,0.015537048702151834,42200.8591931223,37694.07713645798,37859.684450018,41.62371909081418,39.442512017993344,206.89802301262347,205.5971647193258,0.1715172650720397,0.07717804365636129,132.08030110098136,13.897212690265519,14.715419307192775,11.27677580452405,4.27677580452405,10.803729189245693,3.8037291892456935,25.58407351835125,15.668548127588256,30.0,4.65460998664248e-07,2.111758355171719e-12,76.26683871624856,66.26683871624856
2749.0,uplink: clear; downlink: clear,12.952653461311087,0.02457012887570317,42195.56435912594,37688.07042231785,37853.44910463693,41.63278012013314,39.45415350876426,206.8966387682657,205.59573406867338,0.10156525100505236,0.09751713476480264,133.3408513439336,13.968548948690284,14.655259133356708,11.288045299630213,4.2880452996302125,10.814261627110191,3.8142616271101915,25.588310565932012,15.672822774312337,30.0,4.5154840254717986e-07,1.9898464839223365e-12,76.36381693326717,66.36381693326717
2750.0,uplink: clear; downlink: clear,12.96383989135057,0.031919666821302276,42188.10673909962,37680.05747610144,37845.09490324363,41.639562884546734,39.465039839179916,206.89479184520377,205.5938168938436,0.005449711483131693,0.0836435132584707,132.4789020374334,14.06651141127412,14.699214965190691,11.361051449574148,4.361051449574148,10.880160119198159,3.880160119198159,25.593133711563286,15.67770509707811,30.0,3.728575725305962e-07,1.3672234304225523e-12,76.97180702725261,66.97180702725261
2751.0,uplink: clear; downlink: clear,12.977504007615739,0.03708207309707247,42178.99732825618,37670.58745058715,37835.19436559845,41.64360010167197,39.47442322620332,206.89260857001085,205.5915443079784,0.03858182660484684,0.1430073609819396,136.13972650552424,14.03556257134531,14.523742166258074,11.262496639098572,4.262496639098572,10.792254302849264,3.7922543028492637,25.597321428326246,15.681969478354237,30.0,4.810680110019374e-07,2.252733546115496e-12,76.1612444647793,66.1612444647793
2752.0,uplink: clear; downlink: clear,12.992709546529937,0.0397036202558737,42168.86030231338,37660.309331489705,37824.425966056755,41.644612877586,39.48165853559997,206.89023837099467,205.5890718363953,0.11326761014580523,0.0878478690532024,132.73749795509198,13.963246986820536,14.691286596630277,11.301728839462285,4.301728839462285,10.827702393039527,3.8277023930395266,25.599822046394976,15.68455899561647,30.0,4.3435151033338777e-07,1.8440580242453562e-12,76.48765232410061,66.48765232410061
