sample_count,duration_hours,combined_margin_noise_only_min_dB,combined_margin_noise_only_max_dB,combined_margin_noise_only_peak_to_peak_dB,combined_margin_with_interference_min_dB,combined_margin_with_interference_max_dB,combined_margin_with_interference_peak_to_peak_dB,uplink_elevation_min_deg,downlink_elevation_min_deg,uplink_range_peak_to_peak_km,downlink_range_peak_to_peak_km,downlink_FSPL_peak_to_peak_dB,satellite_longitude_peak_to_peak_deg,satellite_latitude_peak_to_peak_deg
289,48.0,4.477833752432929,4.496670722918495,0.018836970485565985,3.9832878931716227,4.000433325412992,0.017145432241369107,41.55440054469419,39.39833943766529,79.66583014385833,83.57418238910032,0.019192699417658332,0.1199944512706459,0.07999852032926011
