modulation,bits_per_symbol,code_rate,coding_gain_dB,rolloff_factor,target_BER,information_bit_rate_Mbps,coded_channel_bit_rate_Mbps,symbol_rate_Mbaud,estimated_occupied_bandwidth_MHz,allocated_bandwidth_MHz,information_spectral_efficiency_bps_per_Hz,coded_spectral_efficiency_bps_per_Hz,uncoded_required_Eb_N0_dB,coded_required_Eb_N0_dB,BER_noise_only_uncoded,BER_with_interference_uncoded,BER_noise_only_with_coding_gain,BER_with_interference_with_coding_gain,digital_margin_noise_only_dB,digital_margin_with_interference_dB,shannon_capacity_noise_only_Mbps,shannon_capacity_with_interference_Mbps,shannon_capacity_margin_noise_only_Mbps,shannon_capacity_margin_with_interference_Mbps,shannon_Eb_N0_limit_dB,gap_to_shannon_noise_only_dB,gap_to_shannon_with_interference_dB
QPSK,2,0.75,3.0,0.35,1e-06,10.0,13.333333333333334,6.666666666666667,9.000000000000002,36.0,0.2777777777777778,0.3703703703703704,7.0,4.0,5.561651239125658e-08,2.663657271609326e-07,3.2691031296292737e-14,7.071124598653896e-13,7.487247769396163,6.993616930122835,82.66941174741281,78.0234869262114,72.66941174741281,68.0234869262114,-1.1669418439621277,12.654189613358291,12.160558774084963
